RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS,year,Player,pos
1.0,"LeBron James, SF",MIA,77.0,37.7,8.65,0.43,9.08,19.87,2014,LeBron James, SF
2.0,"Chris Paul, PG",LAC,62.0,35.0,6.03,1.95,7.98,14.47,2014,Chris Paul, PG
3.0,"Andre Iguodala, SF",GS,63.0,32.4,1.89,4.74,6.63,11.47,2014,Andre Iguodala, SF
4.0,"Kevin Durant, SF",OKC,81.0,38.5,6.27,0.15,6.42,17.63,2014,Kevin Durant, SF
5.0,"Dirk Nowitzki, PF",DAL,80.0,32.9,4.56,1.79,6.35,14.05,2014,Dirk Nowitzki, PF
6.0,"Stephen Curry, PG",GS,78.0,36.5,6.62,-0.38,6.24,15.48,2014,Stephen Curry, PG
7.0,"Nick Collison, PF",OKC,81.0,16.7,2.08,3.64,5.72,6.9,2014,Nick Collison, PF
8.0,"Manu Ginobili, SG",SA,68.0,22.8,5.07,0.35,5.42,7.68,2014,Manu Ginobili, SG
9.0,"Tim Duncan, C",SA,74.0,29.2,-0.05,5.38,5.33,10.39,2014,Tim Duncan, C
10.0,"LaMarcus Aldridge, PF",POR,69.0,36.2,1.89,3.23,5.12,11.64,2014,LaMarcus Aldridge, PF
11.0,"Channing Frye, PF",PHX,82.0,28.2,3.92,1.17,5.09,10.83,2014,Channing Frye, PF
12.0,"Kevin Love, PF",MIN,77.0,36.3,3.52,1.54,5.06,13.52,2014,Kevin Love, PF
14.0,"Mike Conley, PG",MEM,73.0,33.5,4.28,0.42,4.7,10.24,2014,Mike Conley, PG
15.0,"Blake Griffin, PF",LAC,80.0,35.8,2.65,2.0,4.65,12.79,2014,Blake Griffin, PF
16.0,"Amir Johnson, PF",TOR,77.0,28.8,1.47,3.14,4.61,9.22,2014,Amir Johnson, PF
17.0,"Joakim Noah, C",CHI,80.0,35.3,0.65,3.92,4.57,11.3,2014,Joakim Noah, C
18.0,"Vince Carter, SG",DAL,81.0,24.4,2.02,2.46,4.48,8.35,2014,Vince Carter, SG
19.0,"Serge Ibaka, PF",OKC,81.0,32.9,1.23,3.23,4.46,11.63,2014,Serge Ibaka, PF
21.0,"Kyle Lowry, PG",TOR,79.0,36.2,3.84,0.41,4.25,11.56,2014,Kyle Lowry, PG
22.0,"Dwight Howard, C",HOU,71.0,33.7,-0.67,4.91,4.24,9.86,2014,Dwight Howard, C
23.0,"Taj Gibson, PF",CHI,82.0,28.7,0.56,3.64,4.2,8.84,2014,Taj Gibson, PF
24.0,"Marcin Gortat, C",WSH,81.0,32.8,0.12,4.0,4.12,10.37,2014,Marcin Gortat, C
26.0,"Anderson Varejao, C",CLE,65.0,27.7,0.47,3.59,4.06,6.88,2014,Anderson Varejao, C
27.0,"Chris Andersen, PF",MIA,72.0,19.4,0.19,3.81,4.0,5.17,2014,Chris Andersen, PF
28.0,"Patty Mills, PG",SA,81.0,18.9,3.42,0.58,4.0,6.07,2014,Patty Mills, PG
29.0,"Ricky Rubio, PG",MIN,82.0,32.2,1.43,2.47,3.9,10.76,2014,Ricky Rubio, PG
32.0,"David West, PF",IND,80.0,30.9,1.23,2.37,3.6,8.87,2014,David West, PF
33.0,"Marc Gasol, C",MEM,59.0,33.4,-1.64,5.23,3.59,6.87,2014,Marc Gasol, C
34.0,"DeAndre Jordan, C",LAC,82.0,35.0,0.19,3.37,3.56,10.85,2014,DeAndre Jordan, C
35.0,"Tiago Splitter, C",SA,59.0,21.5,-1.01,4.53,3.52,4.7,2014,Tiago Splitter, C
36.0,"Danny Green, SG",SA,68.0,24.3,0.79,2.72,3.51,6.13,2014,Danny Green, SG
38.0,"Draymond Green, PF",GS,82.0,21.9,-0.49,3.99,3.5,6.54,2014,Draymond Green, PF
39.0,"Goran Dragic, PG",PHX,76.0,35.1,4.57,-1.14,3.43,9.73,2014,Goran Dragic, PG
40.0,"Ty Lawson, PG",DEN,62.0,35.8,4.38,-1.08,3.3,8.32,2014,Ty Lawson, PG
41.0,"Kyle Korver, SG",ATL,71.0,33.9,2.53,0.73,3.26,8.35,2014,Kyle Korver, SG
42.0,"DeMarre Carroll, SF",ATL,73.0,32.1,1.29,1.92,3.21,8.1,2014,DeMarre Carroll, SF
43.0,"Deron Williams, PG",BKN,64.0,32.2,4.87,-1.67,3.2,6.89,2014,Deron Williams, PG
44.0,"Chris Bosh, PF",MIA,79.0,32.0,0.14,3.04,3.18,8.41,2014,Chris Bosh, PF
45.0,"James Harden, SG",HOU,73.0,38.0,5.97,-2.84,3.13,9.67,2014,James Harden, SG
46.0,"Mike Dunleavy, SG",CHI,82.0,31.5,1.16,1.91,3.07,8.22,2014,Mike Dunleavy, SG
47.0,"Kawhi Leonard, SF",SA,66.0,29.1,0.89,2.13,3.02,6.56,2014,Kawhi Leonard, SF
48.0,"Luol Deng, SF",CHI/CLE,63.0,35.1,1.15,1.82,2.97,7.0,2014,Luol Deng, SF
50.0,"Damian Lillard, PG",POR,82.0,35.8,4.74,-1.95,2.79,9.4,2014,Damian Lillard, PG
51.0,"Matt Bonner, C",SA,61.0,11.3,2.16,0.61,2.77,2.16,2014,Matt Bonner, C
52.0,"Joe Johnson, SF",BKN,79.0,32.6,3.55,-0.8,2.75,7.8,2014,Joe Johnson, SF
53.0,"Carmelo Anthony, SF",NY,77.0,38.7,3.77,-1.02,2.75,8.93,2014,Carmelo Anthony, SF
54.0,"Paul George, SF",IND,80.0,36.2,0.16,2.58,2.74,8.88,2014,Paul George, SF
55.0,"Tony Parker, PG",SA,68.0,29.4,3.11,-0.4,2.71,6.4,2014,Tony Parker, PG
56.0,"Pablo Prigioni, PG",NY,66.0,19.4,1.73,0.81,2.54,3.61,2014,Pablo Prigioni, PG
57.0,"Paul Pierce, SF",BKN,75.0,28.0,-0.63,3.13,2.5,6.1,2014,Paul Pierce, SF
58.0,"George Hill, PG",IND,76.0,32.0,1.93,0.56,2.49,7.03,2014,George Hill, PG
59.0,"Robin Lopez, C",POR,82.0,31.8,-0.33,2.76,2.43,7.69,2014,Robin Lopez, C
61.0,"Matt Barnes, SF",LAC,63.0,27.5,1.95,0.39,2.34,5.24,2014,Matt Barnes, SF
63.0,"Isaiah Thomas, PG",SAC,72.0,34.7,3.85,-1.62,2.23,7.2,2014,Isaiah Thomas, PG
65.0,"John Wall, PG",WSH,82.0,36.3,2.66,-0.44,2.22,8.3,2014,John Wall, PG
67.0,"Al Jefferson, C",CHA,73.0,35.0,1.12,1.02,2.14,6.84,2014,Al Jefferson, C
69.0,"Jimmy Butler, SG",CHI,67.0,38.7,0.9,1.23,2.13,6.77,2014,Jimmy Butler, SG
70.0,"Paul Millsap, PF",ATL,74.0,33.5,0.04,2.06,2.1,6.84,2014,Paul Millsap, PF
71.0,"Andre Miller, PG",DEN/WSH,58.0,16.9,1.85,0.24,2.09,2.59,2014,Andre Miller, PG
72.0,"Zach Randolph, PF",MEM,79.0,34.2,1.06,1.03,2.09,7.09,2014,Zach Randolph, PF
73.0,"Anthony Tolliver, PF",CHA,64.0,20.3,-0.12,2.21,2.09,3.54,2014,Anthony Tolliver, PF
74.0,"Andrew Bogut, C",GS,67.0,26.4,-3.1,5.16,2.06,5.03,2014,Andrew Bogut, C
75.0,"Klay Thompson, SG",GS,81.0,35.4,2.2,-0.17,2.03,7.91,2014,Klay Thompson, SG
76.0,"Avery Bradley, PG",BOS,60.0,30.9,0.76,1.22,1.98,5.05,2014,Avery Bradley, PG
77.0,"Chandler Parsons, SF",HOU,74.0,37.6,1.37,0.59,1.96,7.59,2014,Chandler Parsons, SF
78.0,"Boris Diaw, C",SA,79.0,25.0,0.61,1.34,1.95,5.38,2014,Boris Diaw, C
81.0,"Jae Crowder, SF",DAL,78.0,16.1,0.1,1.81,1.91,3.31,2014,Jae Crowder, SF
83.0,"Greg Monroe, C",DET,82.0,32.8,0.95,0.87,1.82,7.07,2014,Greg Monroe, C
84.0,"Roy Hibbert, C",IND,81.0,29.7,-1.44,3.22,1.78,5.93,2014,Roy Hibbert, C
85.0,"Mario Chalmers, PG",MIA,73.0,29.8,0.94,0.82,1.76,5.41,2014,Mario Chalmers, PG
88.0,"Jason Thompson, PF",SAC,82.0,24.5,0.29,1.46,1.75,5.14,2014,Jason Thompson, PF
89.0,"Matthew Dellavedova, PG",CLE,72.0,17.7,1.57,0.15,1.72,3.18,2014,Matthew Dellavedova, PG
90.0,"Thaddeus Young, PF",PHI,79.0,34.4,0.85,0.85,1.7,7.19,2014,Thaddeus Young, PF
91.0,"Reggie Jackson, PG",OKC,80.0,28.5,1.04,0.66,1.7,5.84,2014,Reggie Jackson, PG
93.0,"Kemba Walker, PG",CHA,73.0,35.8,0.79,0.79,1.58,6.12,2014,Kemba Walker, PG
94.0,"Rudy Gay, SF",SAC/TOR,73.0,34.7,0.68,0.85,1.53,6.07,2014,Rudy Gay, SF
95.0,"Patrick Patterson, PF",SAC/TOR,65.0,23.6,0.42,1.11,1.53,3.61,2014,Patrick Patterson, PF
98.0,"Anthony Davis, PF",NO,67.0,35.2,0.65,0.78,1.43,5.46,2014,Anthony Davis, PF
99.0,"Josh Smith, C",DET,77.0,35.5,-0.38,1.78,1.4,6.46,2014,Josh Smith, C
100.0,"Monta Ellis, SG",DAL,82.0,36.9,2.92,-1.52,1.4,7.04,2014,Monta Ellis, SG
101.0,"Iman Shumpert, SG",NY,74.0,26.5,-0.63,2.0,1.37,4.26,2014,Iman Shumpert, SG
102.0,"Jared Sullinger, C",BOS,74.0,27.6,-0.25,1.58,1.33,4.69,2014,Jared Sullinger, C
103.0,"Michael Kidd-Gilchrist, SF",CHA,62.0,24.2,-0.78,2.07,1.29,3.26,2014,Michael Kidd-Gilchrist, SF
104.0,"David Lee, PF",GS,69.0,33.2,-0.13,1.35,1.22,5.24,2014,David Lee, PF
105.0,"Brandan Wright, PF",DAL,58.0,18.6,1.62,-0.43,1.19,2.29,2014,Brandan Wright, PF
107.0,"Greivis Vasquez, PG",SAC/TOR,79.0,22.5,1.41,-0.25,1.16,3.7,2014,Greivis Vasquez, PG
108.0,"Corey Brewer, SF",MIN,81.0,32.2,2.03,-0.89,1.14,6.03,2014,Corey Brewer, SF
109.0,"Shane Battier, SF",MIA,73.0,20.1,-0.2,1.32,1.12,3.12,2014,Shane Battier, SF
112.0,"J.R. Smith, SG",NY,74.0,32.7,1.82,-0.75,1.07,4.82,2014,J.R. Smith, SG
113.0,"Al-Farouq Aminu, SF",NO,80.0,25.6,-1.01,2.07,1.06,4.25,2014,Al-Farouq Aminu, SF
114.0,"Pau Gasol, C",LAL,60.0,31.4,-0.16,1.2,1.04,4.24,2014,Pau Gasol, C
115.0,"Lance Stephenson, SG",IND,78.0,35.3,0.9,0.14,1.04,5.66,2014,Lance Stephenson, SG
116.0,"Kosta Koufos, C",MEM,80.0,16.9,-1.67,2.67,1.0,2.71,2014,Kosta Koufos, C
119.0,"Trevor Ariza, SF",WSH,77.0,35.4,-0.1,1.04,0.94,5.47,2014,Trevor Ariza, SF
120.0,"Ryan Kelly, PF",LAL,59.0,22.2,1.95,-1.01,0.94,2.86,2014,Ryan Kelly, PF
121.0,"Jeff Withey, C",NO,58.0,11.8,-0.79,1.7,0.91,1.37,2014,Jeff Withey, C
122.0,"Jameer Nelson, PG",ORL,68.0,32.0,2.78,-1.89,0.89,4.29,2014,Jameer Nelson, PG
123.0,"Raymond Felton, PG",NY,65.0,31.0,2.13,-1.24,0.89,3.85,2014,Raymond Felton, PG
125.0,"Kyle O'Quinn, PF",ORL,69.0,17.2,-0.58,1.44,0.86,2.36,2014,Kyle O'Quinn, PF
127.0,"DeMarcus Cousins, C",SAC,71.0,32.4,-1.1,1.86,0.76,4.45,2014,DeMarcus Cousins, C
128.0,"Derek Fisher, PG",OKC,81.0,17.6,-1.21,1.95,0.74,2.76,2014,Derek Fisher, PG
131.0,"Thabo Sefolosha, SF",OKC,61.0,26.0,-1.32,1.95,0.63,3.03,2014,Thabo Sefolosha, SF
132.0,"Josh McRoberts, PF",CHA,78.0,30.3,0.03,0.59,0.62,4.12,2014,Josh McRoberts, PF
133.0,"Chuck Hayes, PF",SAC/TOR,61.0,12.3,-1.84,2.44,0.6,1.36,2014,Chuck Hayes, PF
134.0,"Gordon Hayward, SF",UTAH,77.0,36.4,2.17,-1.59,0.58,4.99,2014,Gordon Hayward, SF
135.0,"Andre Drummond, C",DET,81.0,32.3,0.58,-0.06,0.52,4.71,2014,Andre Drummond, C
138.0,"Nicolas Batum, SG",POR,82.0,36.0,1.43,-0.95,0.48,5.2,2014,Nicolas Batum, SG
141.0,"Gerald Wallace, SF",BOS,58.0,24.4,-2.02,2.39,0.37,2.39,2014,Gerald Wallace, SF
142.0,"Ryan Hollins, C",LAC,61.0,7.9,-3.62,3.91,0.29,0.81,2014,Ryan Hollins, C
144.0,"Wesley Matthews, SG",POR,82.0,33.9,1.26,-1.08,0.18,4.35,2014,Wesley Matthews, SG
145.0,"Timofey Mozgov, C",DEN,82.0,21.6,-1.18,1.35,0.17,2.92,2014,Timofey Mozgov, C
146.0,"Kenneth Faried, PF",DEN,80.0,27.2,1.34,-1.17,0.17,3.58,2014,Kenneth Faried, PF
149.0,"Jeremy Lin, PG",HOU,71.0,28.9,-0.19,0.28,0.09,3.2,2014,Jeremy Lin, PG
151.0,"Nate Wolters, PG",MIL,58.0,22.6,-1.53,1.57,0.04,1.92,2014,Nate Wolters, PG
152.0,"Markieff Morris, PF",PHX,81.0,26.6,0.53,-0.55,-0.02,3.2,2014,Markieff Morris, PF
153.0,"Marvin Williams, PF",UTAH,66.0,25.4,-0.32,0.25,-0.07,2.31,2014,Marvin Williams, PF
154.0,"Darrell Arthur, PF",DEN,68.0,17.1,-2.47,2.4,-0.07,1.72,2014,Darrell Arthur, PF
155.0,"Dion Waiters, SG",CLE,70.0,29.6,1.38,-1.45,-0.07,2.87,2014,Dion Waiters, SG
158.0,"DeMar DeRozan, SG",TOR,79.0,38.2,0.45,-0.62,-0.17,3.92,2014,DeMar DeRozan, SG
159.0,"P.J. Tucker, SF",PHX,81.0,30.7,-0.25,0.05,-0.2,3.41,2014,P.J. Tucker, SF
160.0,"Andray Blatche, C",BKN,73.0,22.2,-0.63,0.42,-0.21,2.11,2014,Andray Blatche, C
161.0,"Alec Burks, SG",UTAH,78.0,28.1,1.43,-1.68,-0.25,2.82,2014,Alec Burks, SG
164.0,"Courtney Lee, SG",BOS/MEM,79.0,25.0,0.51,-0.8,-0.29,2.41,2014,Courtney Lee, SG
165.0,"Marcus Morris, PF",PHX,82.0,22.0,0.49,-0.78,-0.29,2.34,2014,Marcus Morris, PF
167.0,"Jeff Ayres, PF",SA,73.0,13.0,-1.01,0.69,-0.32,1.23,2014,Jeff Ayres, PF
169.0,"Shelvin Mack, PG",ATL,73.0,20.4,0.86,-1.2,-0.34,1.84,2014,Shelvin Mack, PG
171.0,"Evan Fournier, SG",DEN,76.0,19.8,-0.73,0.37,-0.36,1.97,2014,Evan Fournier, SG
172.0,"Samuel Dalembert, C",DAL,80.0,20.2,-3.48,3.1,-0.38,1.97,2014,Samuel Dalembert, C
173.0,"Wilson Chandler, SF",DEN,62.0,31.1,-0.45,0.06,-0.39,2.46,2014,Wilson Chandler, SF
174.0,"Jodie Meeks, SG",LAL,77.0,33.2,1.53,-1.94,-0.41,3.28,2014,Jodie Meeks, SG
177.0,"Bradley Beal, SG",WSH,73.0,34.7,-0.61,0.08,-0.53,2.76,2014,Bradley Beal, SG
179.0,"Kirk Hinrich, SG",CHI,73.0,29.0,-1.52,0.98,-0.54,2.22,2014,Kirk Hinrich, SG
180.0,"Luc Richard Mbah a Moute, PF",MIN/SAC,64.0,15.7,-1.81,1.25,-0.56,1.11,2014,Luc Richard Mbah a Moute, PF
181.0,"Victor Oladipo, SG",ORL,80.0,31.1,-1.53,0.97,-0.56,2.73,2014,Victor Oladipo, SG
182.0,"Tyler Zeller, C",CLE,70.0,15.0,-2.06,1.49,-0.57,1.16,2014,Tyler Zeller, C
183.0,"Ray Allen, SG",MIA,73.0,26.5,2.38,-2.96,-0.58,2.02,2014,Ray Allen, SG
184.0,"Jared Dudley, SF",LAC,74.0,23.4,-0.74,0.15,-0.59,1.93,2014,Jared Dudley, SF
185.0,"Shaun Livingston, PG",BKN,76.0,26.0,-0.11,-0.49,-0.6,2.05,2014,Shaun Livingston, PG
186.0,"Nick Calathes, SG",MEM,71.0,16.5,-0.71,0.11,-0.6,1.22,2014,Nick Calathes, SG
187.0,"Jamal Crawford, SG",LAC,69.0,30.3,1.75,-2.38,-0.63,2.3,2014,Jamal Crawford, SG
190.0,"Alexey Shved, PG",MIN,63.0,10.5,-0.23,-0.47,-0.7,0.68,2014,Alexey Shved, PG
192.0,"Kevin Martin, SG",MIN,68.0,32.0,1.25,-2.0,-0.75,2.28,2014,Kevin Martin, SG
196.0,"C.J. Watson, PG",IND,63.0,18.9,0.15,-0.93,-0.78,1.17,2014,C.J. Watson, PG
198.0,"Kentavious Caldwell-Pope, SG",DET,80.0,19.8,-1.8,0.98,-0.82,1.55,2014,Kentavious Caldwell-Pope, SG
199.0,"Donatas Motiejunas, PF",HOU,62.0,15.4,-1.37,0.53,-0.84,0.94,2014,Donatas Motiejunas, PF
200.0,"Martell Webster, SF",WSH,78.0,27.7,1.97,-2.86,-0.89,1.88,2014,Martell Webster, SF
202.0,"Derrick Favors, PF",UTAH,73.0,30.2,-2.54,1.61,-0.93,1.9,2014,Derrick Favors, PF
204.0,"Kyle Singler, SF",DET,82.0,28.5,-0.83,-0.14,-0.97,2.03,2014,Kyle Singler, SF
205.0,"Glen Davis, PF",LAC/ORL,68.0,24.4,-3.22,2.22,-1.0,1.35,2014,Glen Davis, PF
207.0,"Nick Young, SF",LAL,64.0,28.3,0.91,-1.92,-1.01,1.57,2014,Nick Young, SF
209.0,"Shawn Marion, SG",DAL,76.0,31.7,-1.72,0.67,-1.05,1.94,2014,Shawn Marion, SG
210.0,"Lavoy Allen, PF",IND/PHI,65.0,16.5,-3.07,2.02,-1.05,0.91,2014,Lavoy Allen, PF
211.0,"Jeff Teague, PG",ATL,79.0,32.2,-0.22,-0.84,-1.06,2.05,2014,Jeff Teague, PG
213.0,"Tayshaun Prince, SF",MEM,76.0,25.6,-1.46,0.35,-1.11,1.42,2014,Tayshaun Prince, SF
214.0,"Elton Brand, PF",ATL,73.0,19.4,-2.84,1.72,-1.12,1.09,2014,Elton Brand, PF
215.0,"Dante Cunningham, PF",MIN,81.0,20.2,-1.28,0.14,-1.14,1.24,2014,Dante Cunningham, PF
216.0,"Giannis Antetokounmpo, SF",MIL,77.0,24.6,0.66,-1.8,-1.14,1.4,2014,Giannis Antetokounmpo, SF
219.0,"Ian Mahinmi, C",IND,77.0,16.2,-4.93,3.75,-1.18,0.89,2014,Ian Mahinmi, C
222.0,"Trey Burke, PG",UTAH,70.0,32.3,2.02,-3.25,-1.23,1.54,2014,Trey Burke, PG
225.0,"Randy Foye, SG",DEN,81.0,30.7,-0.05,-1.22,-1.27,1.76,2014,Randy Foye, SG
227.0,"Jeremy Lamb, SG",OKC,78.0,19.7,-0.33,-0.97,-1.3,1.01,2014,Jeremy Lamb, SG
228.0,"Kelly Olynyk, C",BOS,70.0,20.0,0.38,-1.71,-1.33,0.9,2014,Kelly Olynyk, C
231.0,"Kyrie Irving, PG",CLE,71.0,35.2,1.98,-3.38,-1.4,1.45,2014,Kyrie Irving, PG
232.0,"Terrence Jones, PF",HOU,76.0,27.3,0.49,-1.9,-1.41,1.23,2014,Terrence Jones, PF
235.0,"Terrence Ross, SF",TOR,81.0,26.7,0.95,-2.38,-1.43,1.22,2014,Terrence Ross, SF
236.0,"Mike Miller, SG",MEM,82.0,20.8,1.59,-3.03,-1.44,0.93,2014,Mike Miller, SG
237.0,"Anthony Morrow, SG",NO,76.0,18.8,0.34,-1.81,-1.47,0.75,2014,Anthony Morrow, SG
240.0,"Rodney Stuckey, PG",DET,73.0,26.7,1.73,-3.24,-1.51,1.02,2014,Rodney Stuckey, PG
242.0,"Gerald Green, SF",PHX,82.0,28.4,-0.43,-1.11,-1.54,1.2,2014,Gerald Green, SF
245.0,"Garrett Temple, SG",WSH,75.0,8.5,-1.49,-0.13,-1.62,0.28,2014,Garrett Temple, SG
249.0,"Kris Humphries, PF",BOS,69.0,19.9,-2.32,0.64,-1.68,0.57,2014,Kris Humphries, PF
250.0,"Jose Calderon, PG",DAL,81.0,30.5,1.87,-3.56,-1.69,1.02,2014,Jose Calderon, PG
252.0,"Darren Collison, PG",LAC,80.0,25.9,1.51,-3.23,-1.72,0.82,2014,Darren Collison, PG
253.0,"Miles Plumlee, C",PHX,80.0,24.6,-3.32,1.55,-1.77,0.72,2014,Miles Plumlee, C
258.0,"Spencer Hawes, PF",CLE/PHI,80.0,30.9,-2.24,0.39,-1.85,0.79,2014,Spencer Hawes, PF
260.0,"DeJuan Blair, C",DAL,78.0,15.6,-2.09,0.2,-1.89,0.35,2014,DeJuan Blair, C
262.0,"Perry Jones, SF",OKC,62.0,12.3,-1.36,-0.55,-1.91,0.21,2014,Perry Jones, SF
263.0,"Brandon Bass, PF",BOS,82.0,27.6,-1.49,-0.43,-1.92,0.61,2014,Brandon Bass, PF
269.0,"Tobias Harris, SF",ORL,61.0,30.3,-0.94,-1.03,-1.97,0.42,2014,Tobias Harris, SF
270.0,"John Salmons, SF",SAC/TOR,78.0,22.1,-1.74,-0.25,-1.99,0.37,2014,John Salmons, SF
271.0,"Jonas Jerebko, PF",DET,64.0,11.6,-1.97,-0.02,-1.99,0.17,2014,Jonas Jerebko, PF
275.0,"Louis Williams, SG",ATL,60.0,24.1,1.7,-3.73,-2.03,0.28,2014,Louis Williams, SG
277.0,"Mirza Teletovic, PF",BKN,72.0,19.4,0.04,-2.08,-2.04,0.27,2014,Mirza Teletovic, PF
279.0,"Tristan Thompson, C",CLE,82.0,31.6,-0.76,-1.3,-2.06,0.46,2014,Tristan Thompson, C
281.0,"Ramon Sessions, PG",MIL/CHA,83.0,26.7,0.9,-2.98,-2.08,0.37,2014,Ramon Sessions, PG
282.0,"James Anderson, SG",PHI,80.0,28.9,-0.93,-1.15,-2.08,0.41,2014,James Anderson, SG
287.0,"Rashard Lewis, PF",MIA,60.0,16.2,-1.89,-0.29,-2.18,0.1,2014,Rashard Lewis, PF
289.0,"Dorell Wright, SF",POR,68.0,14.5,-1.14,-1.09,-2.23,0.07,2014,Dorell Wright, SF
292.0,"Quincy Acy, SF",SAC/TOR,63.0,13.4,-0.8,-1.44,-2.24,0.06,2014,Quincy Acy, SF
294.0,"Cody Zeller, PF",CHA,82.0,17.3,-3.04,0.79,-2.25,0.09,2014,Cody Zeller, PF
297.0,"Jeremy Evans, SF",UTAH,66.0,18.3,-2.78,0.5,-2.28,0.05,2014,Jeremy Evans, SF
298.0,"Khris Middleton, SG",MIL,82.0,30.0,1.22,-3.5,-2.28,0.1,2014,Khris Middleton, SG
299.0,"Marcus Thornton, SF",BKN/SAC,72.0,24.2,0.05,-2.34,-2.29,0.06,2014,Marcus Thornton, SF
300.0,"Phil Pressey, PG",BOS,75.0,15.1,-1.12,-1.17,-2.29,0.04,2014,Phil Pressey, PG
303.0,"Omri Casspi, SF",HOU,71.0,18.1,-2.64,0.33,-2.31,0.03,2014,Omri Casspi, SF
307.0,"Alan Anderson, SG",BKN,78.0,22.7,-1.16,-1.22,-2.38,-0.03,2014,Alan Anderson, SG
309.0,"Ish Smith, PG",PHX,70.0,14.4,-3.32,0.92,-2.4,-0.03,2014,Ish Smith, PG
311.0,"Jeff Green, SF",BOS,82.0,34.2,-2.14,-0.27,-2.41,-0.11,2014,Jeff Green, SF
314.0,"Austin Rivers, PG",NO,69.0,19.4,0.56,-3.03,-2.47,-0.1,2014,Austin Rivers, PG
315.0,"Robert Sacre, C",LAL,65.0,16.8,-2.56,0.06,-2.5,-0.11,2014,Robert Sacre, C
